sku,websites,cost,price,msrp,special_price,special_from_date,special_to_date,tier_price,attribute_set_name,type_id
etrade4547,base,1.97,3.49,3.49,,,,,"Hex keys",simple
etrade4548,base,9.77,17.34,17.34,,,,,"Linemans pliers",simple
etrade4549,base,4.73,8.40,8.40,,,,,"Tool chests or boxes or cabinets",simple
etrade4550,base,6.09,10.82,10.82,,,,,"General tool kits",simple
etrade4551,base,5.62,9.99,9.99,,,,,"Tool chests or boxes or cabinets",simple
etrade4552,base,31.67,49.99,49.99,,,,,"Rotary drills",simple
etrade4553,base,28.50,44.99,44.99,,,,,"Rotary drills",simple
etrade4554,base,58.54,89.99,89.99,,,,,"Rotary drills",simple
etrade4555,base,19.00,29.99,29.99,,,,,Screwdrivers,simple
etrade4556,base,22.17,34.99,34.99,,,,,"Power sanders",simple
etrade4557,base,22.80,35.99,35.99,,,,,Jigsaw,simple
etrade4558,base,23.43,36.99,36.99,,,,,"Angle grinder",simple
etrade4559,base,38.01,59.99,59.99,,,,,"Work benches",simple
etrade4560,base,9.50,14.99,14.99,,,,,"Industrial drill bits",simple
etrade4561,base,3.68,5.99,5.99,,,,,"Stripping tools",simple
etrade4562,base,6.11,9.99,9.99,,,,,"Knife blades",simple
etrade4563,base,34.22,81.02,81.02,,,,,"Literature rack",simple
etrade4564,base,38.79,91.82,91.82,,,,,"Literature rack",simple
etrade4565,base,43.38,102.64,102.64,,,,,"Literature rack",simple
etrade4566,base,103.00,243.68,243.68,,,,,"Literature rack",simple
etrade4567,base,10.85,25.68,25.68,,,,,"Literature rack",simple
etrade4568,base,25.70,60.82,60.82,,,,,"Literature rack",simple
etrade4569,base,28.12,66.55,66.55,,,,,"Literature rack",simple
etrade4570,base,18.24,43.18,43.18,,,,,"Literature rack",simple
etrade4571,base,32.49,54.95,54.95,,,,,"Metallic bins",simple
etrade4572,base,32.49,54.95,54.95,,,,,"Metallic bins",simple
etrade4573,base,32.49,54.95,54.95,,,,,"Metallic bins",simple
etrade4574,base,32.49,54.95,54.95,,,,,"Metallic bins",simple
etrade4575,base,32.49,54.95,54.95,,,,,"Metallic bins",simple
etrade4576,base,37.22,62.95,62.95,,,,,"Metallic bins",simple
etrade4577,base,37.22,62.95,62.95,,,,,"Metallic bins",simple
etrade4578,base,37.22,62.95,62.95,,,,,"Metallic bins",simple
etrade4579,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4580,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4581,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4582,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4583,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4584,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4585,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4586,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4587,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4588,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4589,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4590,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4591,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4592,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4593,base,2.54,37.18,37.18,,,,,"Addressing or mailing labels",simple
etrade4594,base,7.29,24.14,24.14,,,,,Binders,simple
etrade4595,base,75.13,131.49,131.49,,,,,Toner,simple
etrade4596,base,123.05,216.20,216.20,,,,,Toner,simple
etrade4597,base,52.61,101.34,101.34,,,,,Toner,simple
etrade4598,base,54.80,106.12,106.12,,,,,Toner,simple
etrade4599,base,54.80,106.12,106.12,,,,,Toner,simple
etrade4600,base,9.70,26.67,26.67,,,,,"File pockets or accessories",simple
etrade4601,base,17.60,43.46,43.46,,,,,"Document holder",simple
etrade4602,base,30.11,59.42,59.42,,,,,"Document holder",simple
etrade4603,base,30.11,59.42,59.42,,,,,Folders,simple
etrade4604,base,54.47,106.12,106.12,,,,,Toner,simple
etrade4605,base,75.22,177.38,177.38,,,,,"Bulletin boards or accessories",simple
etrade4606,base,69.46,163.74,163.74,,,,,"Bulletin boards or accessories",simple
etrade4607,base,93.89,176.56,176.56,,,,,Toner,simple
etrade4608,base,103.50,176.56,176.56,,,,,Toner,simple
etrade4609,base,95.13,176.56,176.56,,,,,Toner,simple
etrade4610,base,25.57,36.32,36.32,,,,,"Instant coffee",simple
etrade4611,base,10000,10000,10000,,,,,"Tablet computers",simple
etrade4612,base,10000,10000,10000,,,,,"Tablet computers",simple
etrade4613,base,10000,10000,10000,,,,,"Tablet computers",simple
etrade4614,base,10000,10000,10000,,,,,"Tablet computers",simple
etrade4615,base,10000,10000,10000,,,,,"Tablet computers",simple
etrade4616,base,15.46,35.00,35.00,,,,,"Equipment cases",simple
etrade4617,base,15.46,35.00,35.00,,,,,"Equipment cases",simple
etrade4618,base,12.37,28.00,28.00,,,,,"Equipment cases",simple
etrade4619,base,12.37,28.00,28.00,,,,,"Equipment cases",simple
etrade4620,base,30.94,70.03,70.03,,,,,"Equipment cases",simple
etrade4621,base,30.94,70.03,70.03,,,,,"Equipment cases",simple
etrade4622,base,24.74,56.00,56.00,,,,,"Equipment cases",simple
etrade4623,base,24.74,56.00,56.00,,,,,"Equipment cases",simple
etrade4624,base,43.31,98.03,98.03,,,,,"Equipment cases",simple
etrade4625,base,43.31,98.03,98.03,,,,,"Equipment cases",simple
etrade4626,base,127.45,166.66,166.66,,,,,"Digital voice recorders",simple
etrade4627,base,4.56,7.99,7.99,,,,,"Camera bags",simple
etrade4629,base,11.04,19.99,19.99,,,,,"Battery chargers",simple
etrade4630,base,38.52,69.99,69.99,,,,,"Addressing or mailing labels",simple
etrade4631,base,42.37,76.99,76.99,,,,,"Addressing or mailing labels",simple
etrade4632,base,46.76,84.99,84.99,,,,,"Addressing or mailing labels",simple
etrade4633,base,52.27,94.99,94.99,,,,,"Addressing or mailing labels",simple
etrade4634,base,48.15,85.50,85.50,,,,,"Addressing or mailing labels",simple
etrade4635,base,52.27,94.99,94.99,,,,,"Addressing or mailing labels",simple
etrade4636,base,42.37,76.99,76.99,,,,,"Addressing or mailing labels",simple
etrade4637,base,52.27,94.99,94.99,,,,,"Addressing or mailing labels",simple
etrade4638,base,52.27,94.99,94.99,,,,,"Addressing or mailing labels",simple
etrade4639,base,52.27,94.99,94.99,,,,,"Addressing or mailing labels",simple
etrade4640,base,11.80,19.38,19.38,,,,,"Protective pants",simple
etrade4641,base,453.81,549.00,549.00,,,,,"Laser printers",simple
etrade4642,base,135.88,249.00,249.00,,,,,"Laser printers",simple
etrade4643,base,311.88,339.00,339.00,,,,,"Laser printers",simple
etrade4644,base,190.45,409.00,409.00,,,,,"Multi function printers",simple
etrade4645,base,474.11,609.00,609.00,,,,,"Multi function printers",simple
etrade4646,base,215.18,449.00,449.00,,,,,"Multi function printers",simple
etrade4647,base,525.89,679.00,679.00,,,,,"Multi function printers",simple
etrade4648,base,717.77,879.00,879.00,,,,,"Multi function printers",simple
etrade4649,base,4.56,10.74,10.74,,,,,"Dry erase boards or accessories",simple
etrade4650,base,33.83,49.99,49.99,,,,,Toner,simple
etrade4651,base,44.66,64.99,64.99,,,,,Toner,simple
etrade4652,base,44.66,64.99,64.99,,,,,Toner,simple
etrade4653,base,44.66,64.99,64.99,,,,,Toner,simple
etrade4654,base,36.24,58.99,58.99,,,,,Toner,simple
etrade4655,base,74.34,121.99,121.99,,,,,Toner,simple
etrade4656,base,74.34,121.99,121.99,,,,,Toner,simple
etrade4657,base,74.34,121.99,121.99,,,,,Toner,simple
etrade4658,base,46.84,69.99,69.99,,,,,Toner,simple
etrade4659,base,104.55,159.99,159.99,,,,,Toner,simple
etrade4660,base,104.55,159.99,159.99,,,,,Toner,simple
etrade4661,base,104.55,159.99,159.99,,,,,Toner,simple
etrade4662,base,87.41,135.99,135.99,,,,,"Printer or facsimile or photocopier drums",simple
etrade4663,base,42.94,58.99,58.99,,,,,Toner,simple
etrade4664,base,90.99,127.99,127.99,,,,,Toner,simple
etrade4665,base,90.99,127.99,127.99,,,,,Toner,simple
etrade4666,base,90.99,127.99,127.99,,,,,Toner,simple
etrade4667,base,122.41,178.80,178.80,,,,,"Inkjet printers",simple
etrade4668,base,99.35,199.99,199.99,,,,,"Inkjet printers",simple
etrade4669,base,154.90,279.99,279.99,,,,,"Multi function printers",simple
etrade4670,base,132.49,249.99,249.99,,,,,"Multi function printers",simple
etrade4671,base,25.52,55.24,55.24,,,,,"Domestic vacuum flasks",simple
etrade4672,base,20.37,47.05,47.05,,,,,"Label making machines",simple
etrade4673,base,69.93,148.76,148.76,,,,,Toner,simple
etrade4674,base,69.93,148.76,148.76,,,,,Toner,simple
etrade4675,base,64.25,134.63,134.63,,,,,Toner,simple
etrade4676,base,31.70,82.73,82.73,,,,,"Printer maintenance kit",simple
etrade4677,base,179.41,376.47,376.47,,,,,Toner,simple
etrade4678,base,265.54,556.52,556.52,,,,,Toner,simple
etrade4679,base,61.72,131.12,131.12,,,,,Toner,simple
etrade4680,base,3.89,14.38,14.38,,,,,"Printer or copier paper",simple
etrade4681,base,16.43,44.30,44.30,,,,,"Ink cartridges",simple
etrade4682,base,15.39,43.73,43.73,,,,,"Ink cartridges",simple
etrade4683,base,23.23,54.37,54.37,,,,,"Rubber stamping stamps",simple
etrade4684,base,10000,10000,10000,,,,,"Rubber stamping stamps",simple
etrade4685,base,4.16,9.68,9.68,,,,,"Ink or stamp pads",simple
etrade4686,base,39.68,101.11,101.11,,,,,Toner,simple
etrade4687,base,44.69,109.95,109.95,,,,,Toner,simple
etrade4688,base,41.19,101.11,101.11,,,,,Toner,simple
etrade4689,base,39.55,101.11,101.11,,,,,Toner,simple
etrade4690,base,18.60,49.82,49.82,,,,,"Printer or copier paper",simple
etrade4691,base,7.96,17.57,17.57,,,,,"Gel pens",simple
etrade4692,base,10000,10000,10000,,,,,Folders,simple
etrade4693,base,13.57,39.36,39.36,,,,,"Ink cartridges",simple
etrade4694,base,13.60,39.36,39.36,,,,,"Ink cartridges",simple
etrade4695,base,1.51,10.65,10.65,,,,,"Printer ribbon",simple
etrade4696,base,1.25,10.65,10.65,,,,,"Printer ribbon",simple
etrade4697,base,7.96,17.57,17.57,,,,,"Gel pens",simple
etrade4698,base,66.93,150.57,150.57,,,,,Toner,simple
etrade4699,base,33.53,78.61,78.61,,,,,Toner,simple
etrade4700,base,10000,10000,10000,,,,,"Ink cartridges",simple
etrade4701,base,4.49,15.35,15.35,,,,,"Printer or copier paper",simple
etrade4702,base,10000,10000,10000,,,,,"Cleaning solutions for office equipment",simple
etrade4703,base,10000,10000,10000,,,,,"Air compressed spray",simple
etrade4704,base,6.57,14.05,14.05,,,,,"Document holder",simple
etrade4705,base,10000,10000,10000,,,,,"Gel pens",simple
etrade4706,base,6.82,19.42,19.42,,,,,"Specialty envelopes",simple
etrade4707,base,7.77,22.10,22.10,,,,,"Specialty envelopes",simple
etrade4708,base,9.79,18.35,18.35,,,,,"Toner collectors",simple
etrade4709,base,50.84,96.49,96.49,,,,,"Printer or facsimile or photocopier belts",simple
etrade4710,base,19.38,51.92,51.92,,,,,"Ink cartridges",simple
etrade4711,base,48.73,98.55,98.55,,,,,Toner,simple
etrade4712,base,62.22,123.00,123.00,,,,,Toner,simple
etrade4713,base,61.29,123.00,123.00,,,,,Toner,simple
etrade4714,base,60.69,123.00,123.00,,,,,Toner,simple
etrade4715,base,72.29,134.39,134.39,,,,,Toner,simple
etrade4716,base,68.11,79.00,79.00,,,,,"Office suite software",simple
etrade4717,base,10000,10000,10000,,,,,"Office suite software",simple
etrade4718,base,10000,10000,10000,,,,,"Office suite software",simple
etrade4719,base,180.93,219.00,219.00,,,,,"Office suite software",simple
etrade4720,base,342.10,371.85,371.85,,,,,"Office suite software",simple
etrade4721,base,8.63,26.00,26.00,,,,,Markers,simple
etrade4722,base,6.32,16.96,16.96,,,,,"Paper punching or binding machines",simple
etrade4723,base,25.21,48.51,48.51,,,,,"Paper or eyelet punches",simple
etrade4724,base,10000,10000,10000,,,,,"Wooden pencils",simple
etrade4725,base,2.89,7.59,7.59,,,,,"Wooden pencils",simple
etrade4726,base,2.45,7.59,7.59,,,,,"Wooden pencils",simple
etrade4727,base,2.89,7.59,7.59,,,,,"Wooden pencils",simple
etrade4728,base,10000,10000,10000,,,,,"Wooden pencils",simple
etrade4729,base,2.89,7.59,7.59,,,,,"Wooden pencils",simple
etrade4730,base,5.07,11.73,11.73,,,,,"Felt pen",simple
etrade4731,base,5.07,11.73,11.73,,,,,"Felt pen",simple
etrade4732,base,4.33,26.07,26.07,,,,,"Printer or copier paper",simple
etrade4733,base,54.42,128.04,128.04,,,,,Toner,simple
etrade4734,base,58.46,135.86,135.86,,,,,Toner,simple
etrade4735,base,5.51,14.90,14.90,,,,,"Ball point pens",simple
etrade4736,base,5.51,14.90,14.90,,,,,"Ball point pens",simple
etrade4737,base,6.37,14.90,14.90,,,,,"Ball point pens",simple
etrade4738,base,6.37,14.90,14.90,,,,,"Ball point pens",simple
etrade4739,base,6.37,14.90,14.90,,,,,"Ball point pens",simple
etrade4740,base,19.87,32.62,32.62,,,,,"Ink cartridges",simple
etrade4741,base,24.41,40.51,40.51,,,,,"Ink cartridges",simple
etrade4742,base,1.47,3.39,3.39,,,,,Crayons,simple
etrade4743,base,24.87,48.00,48.00,,,,,"Non metallic bins",simple
etrade4744,base,25.86,50.00,50.00,,,,,"Non metallic bins",simple
etrade4745,base,28.59,55.00,55.00,,,,,"Non metallic bins",simple
etrade4746,base,29.16,56.00,56.00,,,,,"Non metallic bins",simple
etrade4747,base,125.82,221.05,221.05,,,,,Toner,simple
etrade4748,base,30.89,61.50,61.50,,,,,"Non metallic bins",simple
etrade4749,base,10000,10000,10000,,,,,"Hard disk drives",simple
etrade4750,base,10000,10000,10000,,,,,"Hard disk drives",simple
etrade4753,base,10000,10000,10000,,,,,"Hard disk drives",simple
etrade4754,base,52.84,94.66,94.66,,,,,"Solid state drive SSD",simple
etrade4755,base,99.94,202.73,202.73,,,,,"Solid state drive SSD",simple
etrade4756,base,10000,10000,10000,,,,,"Solid state drive SSD",simple
etrade4757,base,10000,10000,10000,,,,,"Solid state drive SSD",simple
etrade4758,base,10000,10000,10000,,,,,"Multimedia projectors",simple
etrade4759,base,103.95,149.99,149.99,,,,,Speakers,simple
etrade4760,base,397.97,799.00,799.00,,,,,"Multi function printers",simple
etrade4761,base,118.68,129.00,129.00,,,,,"Multi function printers",simple
etrade4762,base,46.67,119.00,119.00,,,,,"Multi function printers",simple
etrade4763,base,233.67,295.00,295.00,,,,,"Laser printers",simple
etrade4764,base,31.39,57.54,57.54,,,,,"Laser printers",simple
etrade4765,base,189.19,276.00,276.00,,,,,"Multi function printers",simple
etrade4766,base,209.18,309.00,309.00,,,,,"Multi function printers",simple
etrade4767,base,232.65,339.00,339.00,,,,,"Multi function printers",simple
etrade4768,base,71.31,90.00,90.00,,,,,"Multi function printers",simple
etrade4769,base,84.80,107.00,107.00,,,,,"Multi function printers",simple
etrade4770,base,113.93,145.00,145.00,,,,,"Multi function printers",simple
etrade4771,base,10000,10000,10000,,,,,"Multi function printers",simple
etrade4772,base,10000,10000,10000,,,,,"Multi function printers",simple
etrade4773,base,90.16,98.00,98.00,,,,,"Multi function printers",simple
etrade4774,base,81.77,114.00,114.00,,,,,"Multi function printers",simple
etrade4775,base,21.41,38.01,38.01,,,,,"Waste containers or rigid liners",simple
etrade4776,base,3.92,19.11,19.11,,,,,"Stencils or lettering aids",simple
etrade4777,base,311.21,379.00,379.00,,,,,"Laser printers",simple
etrade4778,base,7.66,17.31,17.31,,,,,"Dry erase boards or accessories",simple
etrade4779,base,5.39,13.56,13.56,,,,,"Dry erase boards or accessories",simple
etrade4780,base,1.58,3.26,3.26,,,,,"Adhesive mounts",simple
etrade4781,base,6.24,24.81,24.81,,,,,"Tape dispensers",simple
etrade4782,base,1.97,4.15,4.15,,,,,"Transparent tape",simple
etrade4783,base,10000,10000,10000,,,,,"Paper pads or notebooks",simple
etrade4784,base,10000,10000,10000,,,,,"Hanging folders or accessories",simple
etrade4785,base,24.35,50.42,50.42,,,,,"Hanging folders or accessories",simple
etrade4786,base,11.61,29.52,29.52,,,,,"Hanging folders or accessories",simple
etrade4787,base,11.84,28.86,28.86,,,,,"Multipurpose labels",simple
etrade4788,base,11.84,28.86,28.86,,,,,"Multipurpose labels",simple
etrade4789,base,12.69,28.86,28.86,,,,,"Multipurpose labels",simple
etrade4790,base,11.84,28.86,28.86,,,,,"Multipurpose labels",simple
etrade4791,base,91.27,188.27,188.27,,,,,"Printer labels",simple
etrade4792,base,87.47,180.44,180.44,,,,,"Printer labels",simple
etrade4793,base,109.97,226.83,226.83,,,,,"Printer labels",simple
etrade4794,base,37.09,89.72,89.72,,,,,"Display systems or its accessories",simple
etrade4795,base,10000,10000,10000,,,,,"Digital versatile disks DVDs",simple
etrade4796,base,4.59,26.78,26.78,,,,,"File pockets or accessories",simple
etrade4797,base,2.14,12.12,12.12,,,,,"Sheet protectors",simple
etrade4798,base,9.10,47.51,47.51,,,,,"Document holder",simple
etrade4799,base,9.13,47.51,47.51,,,,,"Document holder",simple
etrade4800,base,9.13,47.51,47.51,,,,,"Document holder",simple
etrade4801,base,9.13,47.51,47.51,,,,,"Document holder",simple
etrade4802,base,9.13,47.51,47.51,,,,,"Document holder",simple
etrade4803,base,27.20,48.30,48.30,,,,,"Graph paper",simple
etrade4804,base,27.20,48.30,48.30,,,,,"Graph paper",simple
etrade4805,base,27.20,48.30,48.30,,,,,"Graph paper",simple
etrade4806,base,27.20,48.30,48.30,,,,,"Graph paper",simple
etrade4807,base,3.78,5.52,5.52,,,,,"Digital versatile disks DVDs",simple
etrade4808,base,1.85,2.92,2.92,,,,,"Tea bags",simple
etrade4809,base,1.65,4.38,4.38,,,,,Soaps,simple
etrade4810,base,2.55,5.48,5.48,,,,,"Air freshener",simple
etrade4811,base,2.46,5.48,5.48,,,,,"Air freshener",simple
etrade4812,base,2.46,5.50,5.50,,,,,"Furniture polish or waxes",simple
etrade4813,base,2.65,6.86,6.86,,,,,"Household disinfectants",simple
etrade4814,base,78.36,123.66,123.66,,,,,"Vacuum cleaners",simple
etrade4815,base,86.85,137.11,137.11,,,,,"Trolleys or accessories",simple
etrade4816,base,88.81,140.18,140.18,,,,,"Janitor carts",simple
etrade4817,base,10000,10000,10000,,,,,"Guest seating",simple
etrade4818,base,1.75,2.92,2.92,,,,,"Tea bags",simple
etrade4819,base,1.86,2.92,2.92,,,,,"Tea bags",simple
etrade4820,base,21.13,36.00,36.00,,,,,"Cable accessories",simple
etrade4821,base,9.13,18.26,18.26,,,,,"Natural sugars or sweetening products",simple
etrade4822,base,23.75,40.46,40.46,,,,,"Cable accessories",simple
etrade4823,base,11.90,18.93,18.93,,,,,"Natural sugars or sweetening products",simple
etrade4824,base,7.24,16.35,16.35,,,,,"Sweet biscuits or cookies",simple
etrade4825,base,14.56,22.88,22.88,,,,,"Shelf stable juice",simple
etrade4826,base,7.49,22.38,22.38,,,,,"Toilet tissue",simple
etrade4827,base,14.11,44.72,44.72,,,,,"Toilet tissue",simple
etrade4828,base,12.81,35.20,35.20,,,,,"Toilet tissue",simple
etrade4829,base,15.81,48.50,48.50,,,,,"Toilet tissue",simple
etrade4830,base,15.39,37.44,37.44,,,,,"Hand towels",simple
etrade4831,base,14.97,43.95,43.95,,,,,"Hand towels",simple
etrade4832,base,14.97,43.95,43.95,,,,,"Hand towels",simple
etrade4833,base,16.47,46.77,46.77,,,,,"Hand towels",simple
etrade4834,base,13.93,35.41,35.41,,,,,"Hand towels",simple
etrade4835,base,4.24,9.89,9.89,,,,,"Toilet tissue",simple
etrade4836,base,2.18,6.61,6.61,,,,,Soaps,simple
etrade4837,base,0.77,1.85,1.85,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4838,base,1.84,4.66,4.66,,,,,"Bandages or dressings for general use",simple
etrade4839,base,10.09,25.00,25.00,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4840,base,16.13,37.39,37.39,,,,,"Address books or refills",simple
etrade4841,base,11.08,25.75,25.75,,,,,"Address books or refills",simple
etrade4842,base,2.29,5.36,5.36,,,,,"Address books or refills",simple
etrade4843,base,2.68,6.22,6.22,,,,,"Address books or refills",simple
etrade4844,base,48.07,112.04,112.04,,,,,"Letter boards or accessories",simple
etrade4845,base,62.88,135.90,135.90,,,,,"Letter boards or accessories",simple
etrade4846,base,11.77,27.86,27.86,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4847,base,14.63,34.26,34.26,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4848,base,241.29,317.35,317.35,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4849,base,17.20,42.01,42.01,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4850,base,20.53,43.58,43.58,,,,,Folders,simple
etrade4851,base,20.53,43.58,43.58,,,,,Folders,simple
etrade4852,base,20.53,43.58,43.58,,,,,Folders,simple
etrade4853,base,20.53,43.58,43.58,,,,,Folders,simple
etrade4854,base,11.40,28.33,28.33,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4855,base,7.25,21.07,21.07,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4856,base,62.68,98.93,98.93,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4857,base,6.04,12.60,12.60,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4858,base,45.76,95.57,95.57,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4859,base,42.68,76.81,76.81,,,,,Toner,simple
etrade4860,base,54.67,99.16,99.16,,,,,Toner,simple
etrade4861,base,10000,10000,10000,,,,,"Document holder",simple
etrade4862,base,29.93,61.05,61.05,,,,,"Document holder",simple
etrade4863,base,29.93,61.05,61.05,,,,,"Document holder",simple
etrade4864,base,22.96,54.38,54.38,,,,,"Document holder",simple
etrade4865,base,10000,10000,10000,,,,,"Document holder",simple
etrade4866,base,22.96,54.38,54.38,,,,,"Document holder",simple
etrade4867,base,22.96,54.38,54.38,,,,,"Document holder",simple
etrade4868,base,10000,10000,10000,,,,,"Document holder",simple
etrade4869,base,29.93,61.05,61.05,,,,,"Document holder",simple
etrade4870,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4871,base,2.83,8.03,8.03,,,,,Folders,simple
etrade4872,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4873,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4874,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4875,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4876,base,4.66,8.28,8.28,,,,,"Self adhesive labels",simple
etrade4877,base,0.87,3.09,3.09,,,,,"Safety signs",simple
etrade4878,base,0.87,3.09,3.09,,,,,"Safety signs",simple
etrade4879,base,5.04,10.83,10.83,,,,,"Safety signs",simple
etrade4880,base,6.30,13.60,13.60,,,,,"Safety signs",simple
etrade4881,base,12.26,19.34,19.34,,,,,Respirators,simple
etrade4882,base,9.95,15.69,15.69,,,,,Respirators,simple
etrade4883,base,14.48,22.87,22.87,,,,,Respirators,simple
etrade4884,base,9.64,13.85,13.85,,,,,"Printer or copier paper",simple
etrade4885,base,179.47,335.42,335.42,,,,,"Printer or facsimile or photocopier drums",simple
etrade4886,base,279.27,522.91,522.91,,,,,"Printer or facsimile or photocopier drums",simple
etrade4887,base,2.63,4.14,4.14,,,,,"Safety glasses",simple
etrade4888,base,279.27,522.91,522.91,,,,,"Printer or facsimile or photocopier drums",simple
etrade4889,base,279.27,522.91,522.91,,,,,"Printer or facsimile or photocopier drums",simple
etrade4890,base,2.26,6.61,6.61,,,,,Soaps,simple
etrade4891,base,20.19,32.63,32.63,,,,,"Banner paper",simple
etrade4892,base,10.56,18.62,18.62,,,,,"Banner paper",simple
etrade4893,base,1.23,2.50,2.50,,,,,"Typerwriter ribbons",simple
etrade4894,base,25.70,55.23,55.23,,,,,"Badges or badge holders",simple
etrade4895,base,23.78,55.23,55.23,,,,,"Badges or badge holders",simple
etrade4896,base,15.36,35.61,35.61,,,,,"Badges or badge holders",simple
etrade4897,base,19.46,45.17,45.17,,,,,"Badges or badge holders",simple
etrade4898,base,19.25,44.70,44.70,,,,,"Badges or badge holders",simple
etrade4899,base,17.60,55.56,55.56,,,,,"Badges or badge holders",simple
etrade4900,base,3.42,6.55,6.55,,,,,"Mop heads",simple
etrade4901,base,3.42,6.55,6.55,,,,,"Mop heads",simple
etrade4902,base,3.54,6.55,6.55,,,,,"Mop heads",simple
etrade4903,base,3.42,6.55,6.55,,,,,"Mop heads",simple
etrade4904,base,3.48,8.71,8.71,,,,,"Broom or mop handles",simple
etrade4905,base,6.95,18.17,18.17,,,,,"Protective aprons",simple
etrade4906,base,14.07,29.29,29.29,,,,,"Protective aprons",simple
etrade4907,base,0.68,2.57,2.57,,,,,"Protective gloves",simple
etrade4908,base,0.75,2.69,2.69,,,,,"Protective gloves",simple
etrade4909,base,10000,10000,10000,,,,,Markers,simple
etrade4910,base,55.62,113.45,113.45,,,,,Toner,simple
etrade4911,base,1.22,3.57,3.57,,,,,"Bandage scissors or its supplies",simple
etrade4912,base,2.25,5.49,5.49,,,,,"Bandage scissors or its supplies",simple
etrade4913,base,10000,10000,10000,,,,,"Eyewashers or eye wash stations",simple
etrade4914,base,19.00,55.05,55.05,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade4915,base,5.31,15.07,15.07,,,,,"Paper punching or binding machines",simple
etrade4916,base,8.32,31.19,31.19,,,,,"Paper punching or binding machines",simple
etrade4917,base,14.38,55.47,55.47,,,,,"Telex rolls",simple
etrade4918,base,10.89,42.41,42.41,,,,,"Calculator or cash register paper",simple
etrade4919,base,3.34,15.38,15.38,,,,,"Calculator or cash register paper",simple
etrade4920,base,1.61,9.17,9.17,,,,,"Reflective apparel or accessories",simple
etrade4921,base,1.61,9.17,9.17,,,,,"Reflective apparel or accessories",simple
etrade4922,base,14.67,36.75,36.75,,,,,"Reflective apparel or accessories",simple
etrade4923,base,14.67,36.75,36.75,,,,,"Reflective apparel or accessories",simple
etrade4924,base,5.64,10.20,10.20,,,,,"Bills or bill books",simple
etrade4925,base,10000,10000,10000,,,,,"Inventory forms or inventory books",simple
etrade4926,base,10000,10000,10000,,,,,"Bills or bill books",simple
etrade4927,base,10000,10000,10000,,,,,"Sales forms or sales books",simple
etrade4928,base,0.98,3.09,3.09,,,,,"Safety signs",simple
etrade4929,base,0.98,3.09,3.09,,,,,"Safety signs",simple
etrade4930,base,304.43,399.99,399.99,,,,,"Phone handsets",simple
etrade4931,base,1.35,4.34,4.34,,,,,"Counterfeit bill detectors or supplies",simple
etrade4932,base,13.44,33.30,33.30,,,,,"Toilet tissue dispensers",simple
etrade4933,base,39.18,97.86,97.86,,,,,"Fire extinguishers",simple
etrade4934,base,44.21,105.18,105.18,,,,,"Fire extinguishers",simple
etrade4935,base,56.53,129.10,129.10,,,,,Megaphones,simple
etrade4936,base,24.60,63.58,63.58,,,,,Stands,simple
etrade4937,base,33.32,79.78,79.78,,,,,Stands,simple
etrade4938,base,9.24,29.66,29.66,,,,,"Fire blankets",simple
etrade4939,base,12.54,26.68,26.68,,,,,"Adhesive mounts",simple
etrade4940,base,21.54,59.13,59.13,,,,,"Fire extinguishers",simple
etrade4941,base,10000,10000,10000,,,,,"Non skid safety tapes",simple
