sku,websites,cost,price,msrp,special_price,special_from_date,special_to_date,tier_price,attribute_set_name,type_id
etrade4942,base,36.01,122.95,122.95,,,,,"Machine finished or glazed kraft paper",simple
etrade4943,base,10000,10000,10000,,,,,"Ink cartridges",simple
etrade4944,base,143.28,277.77,277.77,,,,,Toner,simple
etrade4945,base,1.61,9.17,9.17,,,,,"Reflective apparel or accessories",simple
etrade4946,base,14.67,36.75,36.75,,,,,"Reflective apparel or accessories",simple
etrade4947,base,6.08,10.40,10.40,,,,,"Filing cabinets or accesories",simple
etrade4948,base,10000,10000,10000,,,,,"Filing cabinets or accesories",simple
etrade4949,base,6.08,10.40,10.40,,,,,"Filing cabinets or accesories",simple
etrade4950,base,6.08,10.40,10.40,,,,,"Filing cabinets or accesories",simple
etrade4951,base,27.60,62.58,62.58,,,,,"Desktop trays or organizers",simple
etrade4952,base,66.14,237.92,237.92,,,,,"Lamination film",simple
etrade4953,base,50.53,134.91,134.91,,,,,"Lamination film",simple
etrade4954,base,40.65,168.30,168.30,,,,,"Lamination film",simple
etrade4955,base,31.34,90.81,90.81,,,,,"Lamination film",simple
etrade4956,base,13.31,34.79,34.79,,,,,"Badges or badge holders",simple
etrade4957,base,5.60,15.06,15.06,,,,,"Addressing or mailing labels",simple
etrade4958,base,5.59,19.77,19.77,,,,,"Removable labels",simple
etrade4959,base,4.25,11.63,11.63,,,,,"Removable labels",simple
etrade4960,base,27.63,73.60,73.60,,,,,"File storage boxes or organizers",simple
etrade4961,base,9.00,17.80,17.80,,,,,"File storage boxes or organizers",simple
etrade4962,base,8.08,16.80,16.80,,,,,"File storage boxes or organizers",simple
etrade4963,base,7.43,19.01,19.01,,,,,"Paper pads or notebooks",simple
etrade4964,base,14.13,29.54,29.54,,,,,"Self adhesive note paper",simple
etrade4965,base,16.28,34.02,34.02,,,,,"Self adhesive note paper",simple
etrade4966,base,9.33,24.99,24.99,,,,,"Self adhesive note paper",simple
etrade4967,base,11.20,32.94,32.94,,,,,"Self adhesive note paper",simple
etrade4968,base,4.22,8.83,8.83,,,,,"Self adhesive note paper",simple
etrade4969,base,29.61,56.37,56.37,,,,,"Waste containers or rigid liners",simple
etrade4970,base,16.31,33.98,33.98,,,,,"Display board",simple
etrade4971,base,4.10,7.43,7.43,,,,,"Tab indexes",simple
etrade4972,base,4.10,7.43,7.43,,,,,"Tab indexes",simple
etrade4973,base,5.61,13.48,13.48,,,,,"Tab indexes",simple
etrade4974,base,4.68,7.37,7.37,,,,,"Tape dispensers",simple
etrade4975,base,12.94,31.66,31.66,,,,,"Transparent tape",simple
etrade4976,base,10000,10000,10000,,,,,"Tape dispensers",simple
etrade4977,base,3.26,7.66,7.66,,,,,"Paper pads or notebooks",simple
etrade4978,base,14.11,40.31,40.31,,,,,"Paper pads or notebooks",simple
etrade4979,base,14.64,41.78,41.78,,,,,"Paper pads or notebooks",simple
etrade4980,base,8.69,24.77,24.77,,,,,"Paper pads or notebooks",simple
etrade4981,base,32.64,73.39,73.39,,,,,"Paper pads or notebooks",simple
etrade4982,base,22.82,51.38,51.38,,,,,"Paper pads or notebooks",simple
etrade4983,base,13.36,29.44,29.44,,,,,"Disposable fountain pen",simple
etrade4984,base,13.36,29.44,29.44,,,,,"Disposable fountain pen",simple
etrade4985,base,11.10,24.30,24.30,,,,,"Rollerball pens",simple
etrade4986,base,10000,10000,10000,,,,,"Rollerball pens",simple
etrade4987,base,4.56,13.61,13.61,,,,,"Desktop trays or organizers",simple
etrade4988,base,12.27,25.30,25.30,,,,,"File storage boxes or organizers",simple
etrade4989,base,14.45,31.74,31.74,,,,,"Ball point pens",simple
etrade4990,base,15.26,29.75,29.75,,,,,"Ink cartridges",simple
etrade4991,base,10000,10000,10000,,,,,Rulers,simple
etrade4992,base,1.05,2.55,2.55,,,,,Rulers,simple
etrade4993,base,0.70,1.90,1.90,,,,,Protractors,simple
etrade4994,base,2.00,4.93,4.93,,,,,Templates,simple
etrade4995,base,2.00,4.93,4.93,,,,,Triangles,simple
etrade4996,base,1.36,3.35,3.35,,,,,"Drafting kits or sets",simple
etrade4997,base,8.81,21.48,21.48,,,,,"Drafting kits or sets",simple
etrade4998,base,8.22,20.08,20.08,,,,,"Stencils or lettering aids",simple
etrade4999,base,1.94,4.76,4.76,,,,,"Stencils or lettering aids",simple
etrade5000,base,1.85,4.55,4.55,,,,,Compasses,simple
etrade5001,base,9.80,20.12,20.12,,,,,Triangles,simple
etrade5002,base,10.66,28.57,28.57,,,,,Triangles,simple
etrade5003,base,46.01,86.70,86.70,,,,,Toner,simple
etrade5004,base,4.58,18.31,18.31,,,,,"Wall clocks",simple
etrade5005,base,5.29,18.31,18.31,,,,,"Wall clocks",simple
etrade5006,base,16.57,40.39,40.39,,,,,"Badges or badge holders",simple
etrade5007,base,19.77,47.78,47.78,,,,,"Wall clocks",simple
etrade5008,base,10000,10000,10000,,,,,Binders,simple
etrade5009,base,10000,10000,10000,,,,,"Cleaning wipes for office machines",simple
etrade5010,base,23.27,50.20,50.20,,,,,"Document holder",simple
etrade5011,base,23.27,50.20,50.20,,,,,"Document holder",simple
etrade5012,base,23.27,50.20,50.20,,,,,"Document holder",simple
etrade5013,base,5.04,13.85,13.85,,,,,"Paper pads or notebooks",simple
etrade5014,base,12.15,29.45,29.45,,,,,"Fountain pen ink refill",simple
etrade5015,base,14.77,35.94,35.94,,,,,"Paper pads or notebooks",simple
etrade5016,base,7.43,19.01,19.01,,,,,"Paper pads or notebooks",simple
etrade5017,base,5.33,13.52,13.52,,,,,"Paper pads or notebooks",simple
etrade5018,base,10000,10000,10000,,,,,"Fountain pen ink refill",simple
etrade5019,base,21.75,42.71,42.71,,,,,"Ballpoint pen ink refill",simple
etrade5020,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade5021,base,44.52,105.68,105.68,,,,,"Lever arch file",simple
etrade5022,base,34.44,105.68,105.68,,,,,"Lever arch file",simple
etrade5023,base,44.52,105.68,105.68,,,,,"Lever arch file",simple
etrade5024,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade5025,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade5026,base,1.15,1.99,1.99,,,,,"Interactive whiteboards or accessories",simple
etrade5027,base,43.86,104.12,104.12,,,,,"Lever arch file",simple
etrade5028,base,10000,10000,10000,,,,,"Desk fixtures",simple
etrade5029,base,86.59,147.60,147.60,,,,,"Fluorescent lamps",simple
etrade5030,base,67.60,115.20,115.20,,,,,"Desk fixtures",simple
etrade5031,base,8.84,20.86,20.86,,,,,"Badges or badge holders",simple
etrade5032,base,9.39,21.73,21.73,,,,,"Badges or badge holders",simple
etrade5033,base,4.06,8.22,8.22,,,,,"Box file",simple
etrade5034,base,4.20,8.51,8.51,,,,,"Box file",simple
etrade5035,base,6.18,12.49,12.49,,,,,Folders,simple
etrade5036,base,3.04,8.51,8.51,,,,,Folders,simple
etrade5037,base,5.15,10.45,10.45,,,,,Folders,simple
etrade5038,base,73.54,91.27,91.27,,,,,"Label making machines",simple
etrade5039,base,94.87,120.82,120.82,,,,,"Label making machines",simple
etrade5040,base,135.32,164.28,164.28,,,,,"Label making machines",simple
etrade5041,base,136.16,173.01,173.01,,,,,"Label making machines",simple
etrade5042,base,99.23,135.99,135.99,,,,,"Label making machines",simple
etrade5043,base,8.66,16.89,16.89,,,,,"Label making tapes",simple
etrade5044,base,9.72,18.93,18.93,,,,,"Label making tapes",simple
etrade5045,base,10.84,21.13,21.13,,,,,"Label making tapes",simple
etrade5046,base,9.72,18.93,18.93,,,,,"Label making tapes",simple
etrade5047,base,8.46,16.90,16.90,,,,,"Label making tapes",simple
etrade5048,base,4.72,13.30,13.30,,,,,Folders,simple
etrade5050,base,2.98,11.49,11.49,,,,,Folders,simple
etrade5051,base,10000,10000,10000,,,,,Folders,simple
etrade5052,base,48.21,134.77,134.77,,,,,"Coat racks",simple
etrade5053,base,42.38,169.01,169.01,,,,,"Coat racks",simple
etrade5054,base,1.36,3.44,3.44,,,,,Glues,simple
etrade5055,base,549.97,5228.83,5228.83,,,,,"Printer or copier paper",simple
etrade5056,base,3.85,19.08,19.08,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5057,base,49.15,119.15,119.15,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5058,base,0.89,2.49,2.49,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5059,base,3.54,7.40,7.40,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5060,base,1.95,4.79,4.79,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5061,base,1.33,3.58,3.58,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5062,base,6.63,19.15,19.15,,,,,"Safety signs",simple
etrade5063,base,3.62,7.71,7.71,,,,,"Canvas bags",simple
etrade5064,base,6.63,19.15,19.15,,,,,"Safety signs",simple
etrade5065,base,10.86,23.13,23.13,,,,,"Hanging folders or accessories",simple
etrade5066,base,10.86,23.13,23.13,,,,,"Hanging folders or accessories",simple
etrade5067,base,13.43,28.64,28.64,,,,,"Hanging folders or accessories",simple
etrade5068,base,6.63,19.15,19.15,,,,,"Safety signs",simple
etrade5069,base,6.63,19.15,19.15,,,,,"Safety signs",simple
etrade5070,base,6.63,19.15,19.15,,,,,"Safety signs",simple
etrade5071,base,25.61,41.15,41.15,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade5072,base,128.96,342.60,342.60,,,,,"Paper shredding machines or accessories",simple
etrade5073,base,1139.44,1925.73,1925.73,,,,,Safes,simple
etrade5074,base,88.24,150.43,150.43,,,,,"Bulletin boards or accessories",simple
etrade5075,base,10000,10000,10000,,,,,Safes,simple
etrade5076,base,133.90,228.24,228.24,,,,,"Bulletin boards or accessories",simple
etrade5077,base,5.72,13.59,13.59,,,,,"Rubber stamping stamps",simple
etrade5078,base,5.47,13.23,13.23,,,,,"Rubber stamping stamps",simple
etrade5079,base,21.06,49.64,49.64,,,,,"Rubber stamping stamps",simple
etrade5080,base,1236.23,2089.29,2089.29,,,,,Safes,simple
etrade5081,base,2000.12,3380.31,3380.31,,,,,Safes,simple
etrade5082,base,4.15,6.60,6.60,,,,,"Protective coveralls",simple
etrade5083,base,4.18,6.60,6.60,,,,,"Protective coveralls",simple
etrade5084,base,10.40,24.95,24.95,,,,,"Rubber stamping stamps",simple
etrade5085,base,10.40,24.95,24.95,,,,,"Rubber stamping stamps",simple
etrade5086,base,4.18,6.60,6.60,,,,,"Protective coveralls",simple
etrade5087,base,13.99,32.95,32.95,,,,,"Rubber stamping stamps",simple
etrade5088,base,7.92,25.98,25.98,,,,,"Rubber stamping stamps",simple
etrade5089,base,10.13,25.98,25.98,,,,,"Rubber stamping stamps",simple
etrade5090,base,4.15,6.60,6.60,,,,,"Protective coveralls",simple
etrade5091,base,12.69,28.70,28.70,,,,,Stamps,simple
etrade5092,base,23.02,55.31,55.31,,,,,"Ink or stamp pads",simple
etrade5093,base,8.88,20.84,20.84,,,,,"Rubber stamping stamps",simple
etrade5094,base,10.70,25.38,25.38,,,,,"Rubber stamping stamps",simple
etrade5095,base,13.31,31.41,31.41,,,,,"Rubber stamping stamps",simple
etrade5096,base,16.46,38.66,38.66,,,,,"Rubber stamping stamps",simple
etrade5097,base,34.43,63.33,63.33,,,,,"Computer display glare screens",simple
etrade5098,base,10000,10000,10000,,,,,"Computer display glare screens",simple
etrade5099,base,56.46,103.62,103.62,,,,,"Computer display glare screens",simple
etrade5100,base,6.24,17.61,17.61,,,,,"Broom heads",simple
etrade5101,base,10000,10000,10000,,,,,"Broom or mop handles",simple
etrade5102,base,2.44,14.43,14.43,,,,,Brooms,simple
etrade5103,base,1.79,11.02,11.02,,,,,"Dust brushes or pans",simple
etrade5104,base,4.87,17.50,17.50,,,,,"Wet mops",simple
etrade5105,base,2.24,7.41,7.41,,,,,"Mop heads",simple
etrade5106,base,4.45,13.21,13.21,,,,,"Trash picker",simple
etrade5107,base,0.80,2.95,2.95,,,,,"Manicure implements",simple
etrade5108,base,16.87,35.23,35.23,,,,,"Dust mops",simple
etrade5109,base,45.14,77.67,77.67,,,,,Brooms,simple
etrade5110,base,0.40,1.58,1.58,,,,,"Cleaning brushes",simple
etrade5111,base,1.34,7.00,7.00,,,,,"Cleaning pails or buckets",simple
etrade5112,base,10000,10000,10000,,,,,"Safety signs",simple
etrade5113,base,8.02,13.06,13.06,,,,,"Safety signs",simple
etrade5114,base,2.70,6.53,6.53,,,,,"Informational signs",simple
etrade5115,base,2.70,6.53,6.53,,,,,"Informational signs",simple
etrade5116,base,2.82,6.53,6.53,,,,,"Informational signs",simple
etrade5117,base,2.52,6.53,6.53,,,,,"Informational signs",simple
etrade5118,base,2.70,6.53,6.53,,,,,"Safety signs",simple
etrade5119,base,2.82,6.53,6.53,,,,,"Informational signs",simple
etrade5120,base,2.52,6.53,6.53,,,,,"Safety signs",simple
etrade5121,base,2.52,6.53,6.53,,,,,"Safety signs",simple
etrade5122,base,2.52,6.53,6.53,,,,,"Safety signs",simple
etrade5123,base,2.63,6.53,6.53,,,,,"Informational signs",simple
etrade5124,base,2.63,6.53,6.53,,,,,"Informational signs",simple
etrade5125,base,3.49,11.63,11.63,,,,,"Informational signs",simple
etrade5126,base,3.49,11.63,11.63,,,,,"Informational signs",simple
etrade5127,base,3.36,11.63,11.63,,,,,"Informational signs",simple
etrade5128,base,10.60,15.07,15.07,,,,,"Informational signs",simple
etrade5129,base,19.74,31.15,31.15,,,,,"Safety signs",simple
etrade5130,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5131,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5132,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5133,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5134,base,1.54,3.88,3.88,,,,,"Safety signs",simple
etrade5135,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5136,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5137,base,1.54,3.88,3.88,,,,,"Safety signs",simple
etrade5138,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5139,base,0.83,3.10,3.10,,,,,"Safety signs",simple
etrade5140,base,1.54,3.88,3.88,,,,,"Safety signs",simple
etrade5141,base,7.07,17.21,17.21,,,,,"Waste containers or rigid liners",simple
etrade5142,base,4.22,8.75,8.75,,,,,"File storage boxes or organizers",simple
etrade5143,base,6.08,13.09,13.09,,,,,"File storage boxes or organizers",simple
etrade5144,base,7.18,15.28,15.28,,,,,"File storage boxes or organizers",simple
etrade5145,base,8.40,17.46,17.46,,,,,"File storage boxes or organizers",simple
etrade5146,base,177.33,338.73,338.73,,,,,"Overhead projectors",simple
etrade5147,base,3.33,18.27,18.27,,,,,"Expandable file folders",simple
etrade5148,base,57.80,132.79,132.79,,,,,"Bulletin boards or accessories",simple
etrade5149,base,357.01,663.14,663.14,,,,,"Guest seating",simple
etrade5150,base,194.24,360.78,360.78,,,,,"Guest seating",simple
etrade5151,base,34.23,79.46,79.46,,,,,"Bulletin boards or accessories",simple
etrade5152,base,57.80,132.79,132.79,,,,,"Bulletin boards or accessories",simple
etrade5153,base,103.78,238.10,238.10,,,,,"Bulletin boards or accessories",simple
etrade5154,base,34.23,79.46,79.46,,,,,"Bulletin boards or accessories",simple
etrade5155,base,57.80,132.79,132.79,,,,,"Bulletin boards or accessories",simple
etrade5156,base,103.78,238.10,238.10,,,,,"Bulletin boards or accessories",simple
etrade5157,base,302.83,610.04,610.04,,,,,"Dry erase boards or accessories",simple
etrade5158,base,7.43,19.01,19.01,,,,,"Paper pads or notebooks",simple
etrade5159,base,5.32,13.50,13.50,,,,,"Paper pads or notebooks",simple
etrade5160,base,4.79,12.58,12.58,,,,,"Paper pads or notebooks",simple
etrade5161,base,5.04,12.54,12.54,,,,,"Notebook filler paper",simple
etrade5162,base,5.04,12.54,12.54,,,,,"Paper pads or notebooks",simple
etrade5163,base,6.29,29.00,29.00,,,,,"Telephone message pads or books",simple
etrade5164,base,6.29,29.00,29.00,,,,,"Telephone message pads or books",simple
etrade5165,base,55.91,113.55,113.55,,,,,"Flip chart",simple
etrade5166,base,6.04,14.81,14.81,,,,,"Paper pads or notebooks",simple
etrade5167,base,7.67,18.25,18.25,,,,,"Whiteboard eraser",simple
etrade5168,base,275.12,631.31,631.31,,,,,"Dry erase boards or accessories",simple
etrade5169,base,9.57,16.68,16.68,,,,,"Postal scales",simple
etrade5170,base,123.20,175.00,175.00,,,,,"Cash registers",simple
etrade5171,base,6.81,17.46,17.46,,,,,"Acetate or vinyl or polyester films",simple
etrade5172,base,10000,10000,10000,,,,,"Wooden pencils",simple
etrade5173,base,15.17,28.69,28.69,,,,,"Ink cartridges",simple
etrade5174,base,10000,10000,10000,,,,,"Wooden pencils",simple
etrade5175,base,426.25,1204.01,1204.01,,,,,"Display systems or its accessories",simple
etrade5176,base,15.41,28.83,28.83,,,,,"Ink cartridges",simple
etrade5177,base,15.44,28.83,28.83,,,,,"Ink cartridges",simple
etrade5178,base,14.65,28.83,28.83,,,,,"Ink cartridges",simple
etrade5179,base,7.29,21.56,21.56,,,,,"Paper pads or notebooks",simple
etrade5180,base,12.87,21.93,21.93,,,,,"Paper pads or notebooks",simple
etrade5181,base,5.21,11.83,11.83,,,,,"Wall planners or refills",simple
etrade5182,base,5.91,15.05,15.05,,,,,"Wall planners or refills",simple
etrade5183,base,86.04,152.76,152.76,,,,,"Hanging folders or accessories",simple
etrade5184,base,14.27,62.56,62.56,,,,,"Plastic slip sheet",simple
etrade5185,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5186,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5187,base,10000,10000,10000,,,,,"Projection screens",simple
etrade5188,base,382.88,652.58,652.58,,,,,"Projection screens",simple
etrade5189,base,374.46,709.64,709.64,,,,,"Projection screens",simple
etrade5190,base,430.72,652.58,652.58,,,,,"Projection screens",simple
etrade5191,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5192,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5193,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5194,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5195,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5196,base,33.10,92.50,92.50,,,,,"Lever arch file",simple
etrade5197,base,43.30,92.50,92.50,,,,,"Lever arch file",simple
etrade5198,base,82.00,151.03,151.03,,,,,"Paper punching or binding machines",simple
etrade5199,base,19.14,51.79,51.79,,,,,"Paper punching or binding machines",simple
etrade5200,base,21.96,40.10,40.10,,,,,"Paper cutters or refills",simple
etrade5201,base,15.60,36.94,36.94,,,,,"Computer or notebook stands",simple
etrade5202,base,10000,10000,10000,,,,,"Guest seating",simple
etrade5203,base,169.64,315.11,315.11,,,,,"Guest seating",simple
etrade5204,base,29.43,54.66,54.66,,,,,"Restaurant chairs",simple
etrade5205,base,10000,10000,10000,,,,,"Auditorium or stadium or special use seating",simple
etrade5206,base,10000,10000,10000,,,,,"Auditorium or stadium or special use seating",simple
etrade5207,base,86.95,172.17,172.17,,,,,"Task seating",simple
etrade5208,base,70.83,140.25,140.25,,,,,"Task seating",simple
etrade5209,base,10000,10000,10000,,,,,"Filing cabinets or accesories",simple
etrade5210,base,10000,10000,10000,,,,,"Filing cabinets or accesories",simple
etrade5211,base,82.04,229.73,229.73,,,,,"Key cabinets or organizers",simple
etrade5212,base,110.60,314.31,314.31,,,,,"Key cabinets or organizers",simple
etrade5213,base,0.55,10.43,10.43,,,,,"Key tags",simple
etrade5214,base,17.33,31.20,31.20,,,,,"Tab indexes",simple
etrade5215,base,17.48,31.50,31.50,,,,,"Tab indexes",simple
etrade5216,base,1.27,13.04,13.04,,,,,"Correction fluid",simple
etrade5217,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade5218,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade5219,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade5220,base,10000,10000,10000,,,,,"Box file",simple
etrade5221,base,12.07,17.96,17.96,,,,,"Packaging boxes",simple
etrade5222,base,12.61,18.75,18.75,,,,,"Packaging boxes",simple
etrade5223,base,14.56,21.65,21.65,,,,,"Packaging boxes",simple
